CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,predicted_clv_6m,predicted_purchases_90d,prob_alive
15096,43,1,219.39000000000001,3,1,1,311,Needs Attention,,,
15097,4,1,248.08,5,1,1,511,New Customers,,,
15098,182,3,39916.5,1,3,5,135,At Risk,,,
15099,84,1,410.48,2,1,2,212,Lost,,,
15100,334,3,876.0,1,3,3,133,At Risk,251.7334164832543,0.44924281126902443,0.6424211403878501
15101,9,2,317.53,5,3,2,532,Loyal Customers,254.26605812133957,0.4954256903811758,0.9517202008968053
15103,31,2,703.36,4,3,3,433,Loyal Customers,1193.8881522645213,1.2272740518510372,0.9257905923510674
15104,197,2,1027.44,1,3,4,134,At Risk,721.6593076829818,0.4689647756996646,0.7466007211819489
15105,18,7,2298.93,4,5,5,455,Champions,2000.5639438001915,2.240035689979067,0.9966947452305381
15106,18,5,1422.52,4,4,4,444,Champions,717.3019496492772,1.3991212287978856,0.9972858315440133
15107,311,6,319.5,1,5,2,152,At Risk,30.156959702903738,0.3637141559748119,0.283024780197082
15108,142,4,1300.25,2,4,4,244,At Risk,948.9612475008348,1.2478028531570322,0.9562935632721096
15109,246,1,484.95,1,1,2,112,Lost,,,
15110,24,4,996.1,4,4,4,444,Champions,573.2448948130425,1.0100124060044529,0.9960379909363103
15111,29,3,1567.48,4,3,4,434,Loyal Customers,944.8658119102994,0.6957728256888733,0.9928141973522783
15113,10,3,3609.33,5,3,5,535,Loyal Customers,3230.0679372587174,2.228740588410125,0.9928208318723116
15114,30,10,2760.56,4,5,5,455,Champions,1334.192725872513,2.4340990067910084,0.9981404079064836
15115,18,1,340.11,4,1,2,412,New Customers,,,
15116,18,4,1352.75,4,4,4,444,Champions,839.7485706839891,1.4011925023566947,0.9960098501455131
15117,15,5,1551.78,4,4,4,444,Champions,1033.2652748787605,1.6466501884569857,0.9973087989214698
15118,134,1,244.8,2,1,1,211,Lost,,,
15119,246,1,266.4,1,1,2,112,Lost,,,
15120,134,1,358.82,2,1,2,212,Lost,,,
15121,50,2,457.72,3,3,2,332,Loyal Customers,225.10621955976058,0.57772247506629,0.9345561309223951
15122,114,3,1633.78,2,3,4,234,At Risk,1076.7021344765944,0.8199657435019352,0.9802554728264535
15123,7,2,2199.31,5,3,5,535,Loyal Customers,1993.5138354097176,0.7504391921158611,0.9510030112407089
15124,23,2,184.19,4,3,1,431,Loyal Customers,178.41906005417087,0.7842091793547823,0.9435286662590358
15125,25,15,11528.48,4,5,5,455,Champions,4449.157852872525,2.6439694255743444,0.9982887625191593
15127,66,1,406.53,3,1,2,312,Needs Attention,,,
15128,60,4,1471.0,3,4,4,344,Loyal Customers,899.3562041223062,1.327659141539509,0.9918406536360469
15129,50,11,3447.4,3,5,5,355,Loyal Customers,1689.050351486211,2.4937458864099074,0.996460614313789
15130,170,1,330.11,2,1,2,212,Lost,,,
15132,18,5,977.9300000000001,4,4,4,444,Champions,481.05963627057093,1.4268352953109553,0.9972248172507414
15133,128,3,982.42,2,3,4,234,At Risk,559.0376858774115,0.808855983676935,0.9769582164778481
15134,15,8,1387.99,4,5,4,454,Champions,848.4691792055887,2.340331670720898,0.998463741983939
15135,239,1,139.05,1,1,1,111,Lost,,,
15136,3,4,1286.7,5,4,4,544,Champions,1293.5925363083288,1.7284327034617382,0.9940770880585087
15139,240,2,178.96,1,3,1,131,At Risk,55.09869978186497,0.388423999223466,0.7079983107036635
15140,52,7,2354.25,3,5,5,355,Loyal Customers,1277.22519629751,1.6693750811563124,0.9955315344980803
15142,46,1,498.74,3,1,3,313,Potential Loyalists,,,
15143,226,1,259.45,1,1,2,112,Lost,,,
15144,8,17,6580.44,5,5,5,555,Champions,3050.2551627258413,3.2647382009697683,0.999282065510906
15145,4,4,1194.73,5,4,4,544,Champions,647.2877668423453,1.2199126784839203,0.9967932419632731
15146,165,2,1327.16,2,3,4,234,At Risk,590.339221955269,0.5071120877414625,0.8268332234752818
15147,240,1,623.5,1,1,3,113,Needs Attention,,,
15148,11,1,301.29,5,1,2,512,New Customers,,,
15149,134,1,520.8000000000001,2,1,3,213,Needs Attention,,,
15150,17,10,5314.47,4,5,5,455,Champions,2795.219529718404,2.652329564287195,0.9986651729239707
15152,10,13,4745.69,5,5,5,555,Champions,2875.9194071043266,4.41162508477477,0.9990858200543491
15153,31,1,329.25,4,1,2,412,New Customers,,,
15154,75,1,296.42,2,1,2,212,Lost,,,
15156,1,3,961.49,5,3,4,534,Loyal Customers,1787.9699510138364,2.611917724309109,0.994132945071766
15157,4,3,1936.07,5,3,4,534,Loyal Customers,649.8143089884902,0.7184706163023663,0.9941633075103532
15158,45,1,401.40000000000003,3,1,2,312,Needs Attention,,,
15159,2,30,18641.010000000002,5,5,5,555,Champions,7105.441067521799,3.9081285176133007,0.9996039256681489
15160,357,1,158.16,1,1,1,111,Lost,,,
15163,18,2,304.47,4,3,2,432,Loyal Customers,281.0255778071371,0.7831894773172815,0.9456488198993619
15164,69,3,843.05,3,3,3,333,Loyal Customers,532.2736629376489,0.7466979189440265,0.9894425001556616
15165,373,1,487.75,1,1,2,112,Lost,,,
15167,321,1,163.0,1,1,1,111,Lost,,,
15168,26,1,106.56,4,1,1,411,New Customers,,,
15171,331,1,1289.5,1,1,4,114,Needs Attention,,,
15172,9,5,1624.05,5,4,4,544,Champions,996.8869502677306,1.541149450638514,0.997622058544296
15174,323,1,135.75,1,1,1,111,Lost,,,
15175,72,1,224.14,3,1,1,311,Needs Attention,,,
15178,260,1,40.5,1,1,1,111,Lost,,,
15179,18,5,2206.95,4,4,5,445,Champions,573.6423374176352,1.22826329190081,0.9973384787212309
15180,367,1,87.5,1,1,1,111,Lost,,,
15181,66,3,689.4799999999999,3,3,3,333,Loyal Customers,370.80164798880486,0.8910364149589961,0.9882275449715376
15182,154,2,622.85,2,3,3,233,At Risk,323.9190193165022,0.539754505854933,0.8270108478309895
15184,29,2,406.76,4,3,2,432,Loyal Customers,321.71483135253897,0.7836832915491139,0.939546802631918
15185,70,1,310.62,3,1,2,312,Needs Attention,,,
15186,14,2,411.41,4,3,2,432,Loyal Customers,373.15626533017553,0.8571121435893171,0.9469923421190827
15187,2,16,4777.18,5,5,5,555,Champions,2845.094539787097,4.3457600495380335,0.9994380529727052
15189,1,41,16225.39,5,5,5,555,Champions,6819.9939283324375,8.227037623154173,0.9998028979014867
15192,120,3,1044.32,2,3,4,234,At Risk,542.9375616612831,0.6996309089375343,0.9832069157766806
15193,61,1,499.32,3,1,3,313,Potential Loyalists,,,
15194,3,15,7616.53,5,5,5,555,Champions,3085.8210742909905,3.0625448764020176,0.9994519672171538
15195,3,1,3861.0,5,1,5,515,New Customers,,,
15197,11,3,1079.6100000000001,5,3,4,534,Loyal Customers,400.55392980663726,0.7182242403309278,0.9938223917580613
15198,92,2,193.64,2,3,1,231,At Risk,189.47431485965285,0.9021945169962272,0.8271311046673505
15199,59,4,1268.7,3,4,4,344,Loyal Customers,649.1864482785219,1.0329040672508571,0.9936669489522869
15201,87,5,1236.54,2,4,4,244,At Risk,778.3342989358981,1.2128639610500476,0.9881043775240513
15203,26,6,1827.8,4,5,4,454,Champions,957.3103871965268,1.4769027459013737,0.9976008195896658
15204,357,1,316.58,1,1,2,112,Lost,,,
15205,85,2,653.24,2,3,3,233,At Risk,386.81844281022614,0.9143049006468242,0.8499586661364514
15206,10,4,420.29999999999995,5,4,2,542,Loyal Customers,313.70050441952526,1.1294761216247418,0.996551023862468
15208,1,5,870.12,5,4,3,543,Loyal Customers,463.15913450845557,1.1347000107692178,0.9979041246876205
15210,225,1,331.18,1,1,2,112,Lost,,,
15211,60,2,894.4100000000001,3,3,3,333,Loyal Customers,579.7336224432139,0.48012312902982596,0.9346317438039181
15212,241,1,101.8,1,1,1,111,Lost,,,
15213,319,2,328.35,1,3,2,132,At Risk,8.293589749226449,0.18822895928921599,0.3374639737957405
15214,2,8,1661.44,5,5,4,554,Champions,757.2459105510077,2.327291126715041,0.9989136969462327
15215,47,3,734.94,3,3,3,333,Loyal Customers,1170.07348167694,1.1390373395109479,0.9079281692784931
15216,88,1,96.6,2,1,1,211,Lost,,,
15218,11,11,5756.89,5,5,5,555,Champions,2701.8577330113667,2.1141357855075817,0.9988450588176156
15219,176,1,305.75,2,1,2,212,Lost,,,
15220,52,6,1778.96,3,5,4,354,Loyal Customers,937.7273814329034,1.5977168865592677,0.995831246539444
15221,366,1,403.25,1,1,2,112,Lost,,,
15222,319,1,585.0,1,1,3,113,Needs Attention,,,
15223,226,2,755.75,1,3,3,133,At Risk,405.78612145397744,0.377541253024596,0.5478165331244298
15224,358,2,322.08,1,3,2,132,At Risk,98.08039148308221,0.13316864405356774,0.2575258639269596
15225,234,1,409.40000000000003,1,1,2,112,Lost,,,
15226,311,1,154.41,1,1,1,111,Lost,,,
15227,37,5,1219.4,3,4,4,344,Loyal Customers,625.9499356580319,1.0118002929837706,0.99535751692424
15228,66,4,3386.71,3,4,5,345,Loyal Customers,1817.6108210561363,1.0695934948537937,0.9927975232340538
15230,239,2,429.6,1,3,2,132,At Risk,43.88411990358637,0.29697987344041815,0.41949985840873133
15232,113,2,612.06,2,3,3,233,At Risk,566.8061283038828,0.7922811897693004,0.780547610867776
15234,277,1,197.0,1,1,1,111,Lost,,,
15235,218,12,2247.51,1,5,5,155,At Risk,592.0426782351014,1.2458803430611554,0.6049169068656923
15236,299,1,321.05,1,1,2,112,Lost,,,
15237,2,4,1412.32,5,4,4,544,Champions,424.2069721991166,1.3008127108095393,0.9969193604762164
15238,29,3,1071.99,4,3,4,434,Loyal Customers,961.0077262534238,1.1709388972319923,0.9914981222095587
15239,10,2,780.59,5,3,3,533,Loyal Customers,992.3347202842567,1.3139883148017784,0.9462573798986925
15240,45,5,1706.57,3,4,4,344,Loyal Customers,882.6866671202451,1.2511168967282595,0.9960385882979781
15241,67,8,1756.44,3,5,4,354,Loyal Customers,796.2520407118047,2.062214748775605,0.9943725879711471
15243,74,1,316.68,2,1,2,212,Lost,,,
15244,65,2,631.57,3,3,3,333,Loyal Customers,503.91598567104455,0.6374190371312433,0.9221783347463501
15245,134,3,2515.84,2,3,5,235,At Risk,1198.9369925123383,0.8932374694728131,0.9686163790837286
15246,238,2,514.15,1,3,3,133,At Risk,301.1633506223047,0.38713124415773364,0.7420309134453873
15247,122,1,356.0,2,1,2,212,Lost,,,
15249,32,13,6688.46,4,5,5,455,Champions,3317.457648026322,3.268736715193332,0.9979104425635498
15251,9,11,10484.99,5,5,5,555,Champions,4810.962520968056,2.877317594687824,0.9989307323832092
15252,36,2,740.78,3,3,3,333,Loyal Customers,831.6574586311544,0.7995312369559825,0.9346283765446004
15253,16,5,918.1999999999999,4,4,3,443,Loyal Customers,981.8161370766138,1.2403390187049186,0.9928411265806965
15254,127,1,300.36,2,1,2,212,Lost,,,
15255,67,1,890.85,3,1,3,313,Potential Loyalists,,,
15256,149,1,98.45,2,1,1,211,Lost,,,
15257,283,1,317.15,1,1,2,112,Lost,,,
15258,169,2,623.16,2,3,3,233,At Risk,401.8931312538799,0.5511171845004771,0.724316233633139
15260,100,7,1810.77,2,5,4,254,At Risk,711.415143886543,1.2750620831392563,0.9921916974909076
15261,135,1,254.82,2,1,2,212,Lost,,,
15262,324,1,178.95000000000002,1,1,1,111,Lost,,,
15263,107,1,156.51,2,1,1,211,Lost,,,
15264,64,1,393.74,3,1,2,312,Needs Attention,,,
15265,151,2,1506.1200000000001,2,3,4,234,At Risk,1078.3445687865253,0.5768746381101665,0.8025407279705354
15266,338,1,119.3,1,1,1,111,Lost,,,
15267,22,5,1717.36,4,4,4,444,Champions,638.1939430620479,1.8450785161670495,0.9966843047594123
15269,24,1,408.8,4,1,2,412,New Customers,,,
15270,16,7,2379.49,4,5,5,455,Champions,1078.36252238945,1.256004011751085,0.997437514878672
15271,7,15,2507.07,5,5,5,555,Champions,1032.8404370633898,3.0824757895396675,0.9993700510417796
15272,57,2,721.94,3,3,3,333,Loyal Customers,1168.0679245790134,1.168927942293449,0.881777375215718
15274,4,2,716.57,5,3,3,533,Loyal Customers,1612.0742440201216,2.048085728069093,0.9492988417488963
15275,38,1,615.14,3,1,3,313,Potential Loyalists,,,
15276,66,1,135.31,3,1,1,311,Needs Attention,,,
15277,47,1,255.89999999999998,3,1,2,312,Needs Attention,,,
15279,355,1,290.51,1,1,2,112,Lost,,,
15280,172,1,113.12,2,1,1,211,Lost,,,
15281,59,9,2332.15,3,5,5,355,Loyal Customers,780.6801673559133,2.0339266741661413,0.9962587586530448
15286,50,1,240.55,3,1,1,311,Needs Attention,,,
15287,22,2,486.69,4,3,2,432,Loyal Customers,476.0739430985253,1.3610352477242238,0.9335796133574209
15288,43,5,2306.52,3,4,5,345,Loyal Customers,1194.545503183769,1.1031238940728851,0.9963962693160384
15289,29,3,939.78,4,3,3,433,Loyal Customers,569.5197759481173,0.9472934026871663,0.992153426353736
15290,5,18,7943.22,5,5,5,555,Champions,3323.201806682031,3.5245792687380035,0.9994974804364795
15291,26,15,4668.3,4,5,5,455,Champions,1836.5983512796372,3.0275850586589987,0.9988246365990046
15292,201,1,180.94,1,1,1,111,Lost,,,
15296,51,6,3672.86,3,5,5,355,Loyal Customers,1409.7895956520317,1.4218998891557555,0.9963514311375202
15297,10,3,641.94,5,3,3,533,Loyal Customers,921.0641538652301,2.0977041823059395,0.9927420111210463
15298,2,12,4799.9,5,5,5,555,Champions,1980.2520956787646,2.286772367063628,0.9992517158983814
15299,67,7,4507.01,3,5,5,355,Loyal Customers,1628.3581012803456,0.8900177727841142,0.9937754478671192
15300,64,1,496.44,3,1,3,313,Potential Loyalists,,,
15301,51,12,5070.35,3,5,5,355,Loyal Customers,1999.4521611983223,2.0764100177786844,0.9972850216463662
15303,290,1,574.02,1,1,3,113,Needs Attention,,,
15304,61,8,694.4000000000001,3,5,3,353,Loyal Customers,273.80610879354595,1.6832231627503642,0.9964661356664588
15306,64,3,1174.35,3,3,4,334,Loyal Customers,1177.8889967436824,1.3356948539370883,0.9825955744112276
15307,96,1,205.3,2,1,1,211,Lost,,,
15308,274,1,310.47,1,1,2,112,Lost,,,
15311,1,91,60767.9,5,5,5,555,Champions,23081.935112020277,17.603036114918673,0.9999262541792533
15312,75,4,924.85,2,4,3,243,At Risk,404.1226246762003,0.925269556286018,0.9929140704219859
15313,110,1,52.0,2,1,1,211,Lost,,,
15314,199,1,327.97,1,1,2,112,Lost,,,
15315,64,2,570.5,3,3,3,333,Loyal Customers,801.8350002747882,1.004901300594553,0.8869275115543559
15316,327,1,165.0,1,1,1,111,Lost,,,
15318,4,1,312.62,5,1,2,512,New Customers,,,
15319,284,1,204.5,1,1,1,111,Lost,,,
15320,44,1,267.13,3,1,2,312,Needs Attention,,,
15321,71,3,2748.31,3,3,5,335,Loyal Customers,2115.921393029365,0.5667861486226229,0.9241302457883941
15322,86,1,679.68,2,1,3,213,Needs Attention,,,
15325,104,1,162.29,2,1,1,211,Lost,,,
15326,334,1,311.71,1,1,2,112,Lost,,,
15327,53,1,208.75,3,1,1,311,Needs Attention,,,
15329,39,3,1049.7,3,3,4,334,Loyal Customers,966.4928054157219,1.2271242459788159,0.989838006211848
15330,32,2,714.96,4,3,3,433,Loyal Customers,1329.6872068774987,1.425888910999364,0.9170889401777197
15332,366,4,1661.06,1,4,4,144,At Risk,19.4769012395293,0.12464519768811455,0.24477077274671946
15333,208,1,1028.56,1,1,4,114,Needs Attention,,,
15334,157,3,351.67,2,3,2,232,At Risk,273.50015710486775,1.0731948462709886,0.8722981585516628
15335,54,1,173.97,3,1,1,311,Needs Attention,,,
15339,66,2,574.07,3,3,3,333,Loyal Customers,398.9026131947049,0.5320278354854593,0.9288346476130257
15341,81,1,2020.52,2,1,4,214,Needs Attention,,,
15342,130,1,406.09,2,1,2,212,Lost,,,
15343,87,1,364.5,2,1,2,212,Lost,,,
15344,1,3,563.94,5,3,3,533,Loyal Customers,536.8428170745632,1.9603214734129382,0.9943020711571523
15345,46,1,393.54,3,1,2,312,Needs Attention,,,
15346,333,1,252.42000000000002,1,1,2,112,Lost,,,
15347,366,1,201.60000000000002,1,1,1,111,Lost,,,
15348,72,1,158.04,3,1,1,311,Needs Attention,,,
15349,158,2,473.81,2,3,2,232,At Risk,153.15518512021254,0.5869618184283368,0.6961748815701972
15350,373,1,115.65,1,1,1,111,Lost,,,
15351,12,7,1960.1100000000001,5,5,4,554,Champions,832.8297872151293,1.4872013325831759,0.9984539106415569
15353,255,2,777.02,1,3,3,133,At Risk,401.7791593085799,0.36535719699390584,0.7143446059287516
15355,29,2,277.05,4,3,2,432,Loyal Customers,542.3987108402772,1.499728986372908,0.9196831759672097
15356,31,10,2766.5,4,5,5,455,Champions,1191.6180400494045,2.0785705371397354,0.9983227037897313
15358,5,22,8347.2,5,5,5,555,Champions,3326.655645851607,3.0826678575729454,0.9994323214546963
15360,40,1,427.93,3,1,2,312,Needs Attention,,,
15361,362,1,418.92,1,1,2,112,Lost,,,
15363,373,1,326.0,1,1,2,112,Lost,,,
15364,96,2,913.19,2,3,3,233,At Risk,837.3778061063989,0.610635052744262,0.8990845859419877
15365,26,7,2314.32,4,5,5,455,Champions,1467.2941098533083,1.0173809302622745,0.9959332558357811
15366,75,2,602.51,2,3,3,233,At Risk,568.0748904595854,0.48397957696288224,0.9276642301605493
15367,57,4,1877.59,3,4,4,344,Loyal Customers,1037.3506018062415,0.8775745110330796,0.9895463775425694
15368,21,1,446.94000000000005,4,1,2,412,New Customers,,,
15370,41,7,2386.05,3,5,5,355,Loyal Customers,1181.3283081122895,1.615661425768199,0.997307933696347
15372,137,1,2007.3999999999999,2,1,4,214,Needs Attention,,,
15373,8,12,2415.91,5,5,5,555,Champions,926.9485850521353,2.2617037712239534,0.9991288745209432
15374,129,1,168.0,2,1,1,211,Lost,,,
15376,40,3,1233.3600000000001,3,3,4,334,Loyal Customers,633.9539883131458,1.027656965773176,0.9906935263869292
15379,169,7,3703.29,2,5,5,255,At Risk,1071.2284439470425,1.4584317009520769,0.9556867595972566
15380,9,5,1690.2600000000002,5,4,4,544,Champions,816.4525979235739,1.1045835410726308,0.9977146949551524
15381,214,2,596.85,1,3,3,133,At Risk,322.6861085369115,0.43262506483063656,0.6628673179704436
15382,15,6,5955.71,4,5,5,455,Champions,3254.690449787183,1.304924886038326,0.9974543507711231
15384,170,2,642.41,2,3,3,233,At Risk,358.6810339177828,0.44667515296527505,0.8580696854631165
15385,40,1,316.88,3,1,2,312,Needs Attention,,,
15386,186,1,394.14,1,1,2,112,Lost,,,
15388,270,1,140.54,1,1,1,111,Lost,,,
15389,172,1,500.0,2,1,3,213,Needs Attention,,,
15392,5,4,1535.53,5,4,4,544,Champions,752.1807439841796,0.9165485468505209,0.9968367403016537
15393,16,2,231.86,4,3,1,431,Loyal Customers,156.00893365780414,0.5973887514775517,0.9485015388762171
15394,10,4,2183.54,5,4,5,545,Champions,1006.7452012164575,0.9204808677263528,0.9966674510897559
15395,326,1,107.45,1,1,1,111,Lost,,,
15396,113,1,288.18,2,1,2,212,Lost,,,
15397,290,1,94.0,1,1,1,111,Lost,,,
15398,16,2,1345.53,4,3,4,434,Loyal Customers,2185.9089245796285,1.3065441980820407,0.9408965632890398
15399,1,3,815.77,5,3,3,533,Loyal Customers,1034.746889793987,1.9021885815150716,0.9941796316815333
15400,92,5,716.2,2,4,3,243,At Risk,255.60143072699523,1.3545648975837106,0.9897127899929773
15402,149,2,626.77,2,3,3,233,At Risk,274.11369553228576,0.6174824748981627,0.756124076762977
15405,189,1,349.1,1,1,2,112,Lost,,,
15406,31,2,510.71000000000004,4,3,3,433,Loyal Customers,346.38725710755466,0.5638172886983626,0.9433803098483701
15407,34,4,1056.44,3,4,4,344,Loyal Customers,638.0736963874176,1.04263123211824,0.9954703116121214
15408,264,1,267.18,1,1,2,112,Lost,,,
15410,84,8,3450.84,2,5,5,255,At Risk,1894.1096123934449,2.179487571400579,0.9889735483171701
15411,26,4,1358.88,4,4,4,444,Champions,1247.4549293490008,1.513149914358036,0.9951870692963509
15412,171,1,190.53,2,1,1,211,Lost,,,
15414,10,3,774.9000000000001,5,3,3,533,Loyal Customers,761.2218754541051,0.9687637515019055,0.9937128500529155
15415,313,1,572.8100000000001,1,1,3,113,Needs Attention,,,
15416,65,4,3984.32,3,4,5,345,Loyal Customers,1972.1663668633098,1.1040591493858511,0.9927907877798509
15417,85,1,508.8,2,1,3,213,Needs Attention,,,
15419,25,1,135.86,4,1,1,411,New Customers,,,
15421,59,4,950.36,3,4,4,344,Loyal Customers,558.948442963637,0.8012502611474253,0.9900251081626269
15422,323,2,97.7,1,3,1,131,At Risk,,,
15423,38,1,43.5,3,1,1,311,Needs Attention,,,
15424,254,2,383.34,1,3,2,132,At Risk,,,
15426,19,5,1447.39,4,4,4,444,Champions,638.4500443772149,0.8981189523289423,0.9963139890704001
15427,33,3,1483.14,4,3,4,434,Loyal Customers,4045.265869243885,1.5483273018695192,0.9097516864200854
15428,15,1,93.78,4,1,1,411,New Customers,,,
15429,27,2,397.35,4,3,2,432,Loyal Customers,486.1814438933276,1.3143762049810956,0.9296762922535767
15432,23,1,171.19,4,1,1,411,New Customers,,,
15433,214,2,533.3,1,3,3,133,At Risk,166.48305434951692,0.4322620827139827,0.6604641247611569
15434,8,5,1041.48,5,4,4,544,Champions,717.1371934586856,1.421266749170006,0.9965479188129452
15435,22,1,149.29,4,1,1,411,New Customers,,,
15436,12,3,1122.53,5,3,4,534,Loyal Customers,669.2662140264054,0.9924209701675059,0.9934777292277868
15437,262,1,200.16,1,1,1,111,Lost,,,
15438,131,1,156.57999999999998,2,1,1,211,Lost,,,
15440,55,3,383.68,3,3,2,332,Loyal Customers,297.09607520027805,1.0733434713633823,0.9883614196853804
15442,249,1,594.0,1,1,3,113,Needs Attention,,,
15443,2,7,3236.91,5,5,5,555,Champions,1547.3491604826143,1.6652614068108806,0.9987119306851358
15444,9,2,1418.26,5,3,4,534,Loyal Customers,4280.943469832285,1.6944348426203266,0.9448658164773623
15445,264,1,113.5,1,1,1,111,Lost,,,
15447,331,1,155.17,1,1,1,111,Lost,,,
15448,313,1,494.64,1,1,3,113,Needs Attention,,,
15449,26,3,974.52,4,3,4,434,Loyal Customers,612.5436067603601,0.9152582353296231,0.9924954428465403
15450,30,1,429.84,4,1,2,412,New Customers,,,
15452,30,3,538.73,4,3,3,433,Loyal Customers,283.44319633131516,0.9072983317316098,0.9922636237032499
15453,2,7,1388.37,5,5,4,554,Champions,975.8784132226731,2.464118773223332,0.9987003868767211
15454,362,1,179.1,1,1,1,111,Lost,,,
15456,283,3,447.22,1,3,2,132,At Risk,154.0843262914055,0.3164922764728512,0.6079864221721718
15457,262,1,237.07,1,1,1,111,Lost,,,
15458,25,1,161.64,4,1,1,411,New Customers,,,
15460,354,1,216.76,1,1,1,111,Lost,,,
15462,94,3,234.6,2,3,1,231,At Risk,160.6358591838592,1.1391411151026956,0.9751204112084072
15463,29,1,126.14,4,1,1,411,New Customers,,,
15464,338,1,1048.85,1,1,4,114,Needs Attention,,,
15465,20,18,7354.62,4,5,5,455,Champions,2851.936263767254,3.642338562560805,0.9991161662711588
15466,85,1,334.53,2,1,2,212,Lost,,,
15467,9,3,524.88,5,3,3,533,Loyal Customers,337.4610245283637,1.3281917537806855,0.9934739283589591
15468,51,2,467.51,3,3,2,332,Loyal Customers,,,
15469,50,2,538.55,3,3,3,333,Loyal Customers,564.0382423060128,1.0120547858627689,0.9105462190204366
15471,2,1,469.48,5,1,2,512,New Customers,,,
15472,113,1,371.56,2,1,2,212,Lost,,,
15473,14,7,1771.2,4,5,4,454,Champions,2108.465627869171,2.741884497877468,0.9952410196050043
15475,77,1,454.10999999999996,2,1,2,212,Lost,,,
15478,40,2,1441.42,3,3,4,334,Loyal Customers,2080.6929523351428,1.4371746749865801,0.8997624157383212
15480,116,1,905.5,2,1,3,213,Needs Attention,,,
15482,16,12,11054.96,4,5,5,455,Champions,4910.390449673412,1.9252638141562881,0.9987380293776185
15483,161,4,233.81,2,4,1,241,At Risk,153.1230330006788,0.5327982750341033,0.8117992837647798
15484,1,4,3594.31,5,4,5,545,Champions,3286.6605893739484,2.4525493881893876,0.9968793530250392
15485,30,3,2575.0,4,3,5,435,Loyal Customers,1197.0467061251006,0.694232423375548,0.9927584235778992
15488,93,1,91.32000000000001,2,1,1,211,Lost,,,
15489,23,3,1134.28,4,3,4,434,Loyal Customers,891.8921490603814,1.0671340731120844,0.9925238027534089
15491,95,6,3100.09,2,5,5,255,At Risk,1605.051184403567,1.5275874867194539,0.9858123577539734
15492,28,2,659.4599999999999,4,3,3,433,Loyal Customers,541.5248156425965,1.3184925224228317,0.9269499820601327
15493,33,5,2001.8,4,4,4,444,Champions,1146.8877173388964,1.1437661350691335,0.9953472489975034
15494,21,2,1299.23,4,3,4,434,Loyal Customers,427.61442339807417,1.0400806000196479,0.9402070618976174
15497,18,2,1262.2,4,3,4,434,Loyal Customers,375.218591023304,0.5420847525296194,0.9487085552109031
15498,3,27,13316.4,5,5,5,555,Champions,5227.1825525784325,3.470631743243338,0.9995361700499427
15500,8,4,1131.56,5,4,4,544,Champions,1199.6675453117732,2.4079822500502606,0.9962171682781489
15502,16,12,10384.93,4,5,5,455,Champions,4596.70420966294,1.6831407045919171,0.9985917563529857
15503,363,1,147.09,1,1,1,111,Lost,,,
15504,81,1,52.83,2,1,1,211,Lost,,,
15505,53,5,3610.96,3,4,5,345,Loyal Customers,2748.14626060392,2.0389194429681172,0.9921666832792587
15506,23,3,979.26,4,3,4,434,Loyal Customers,1151.8747119405223,1.407262928676153,0.991807996443387
15507,172,1,492.36,2,1,3,213,Needs Attention,,,
15508,189,6,1000.27,1,5,4,154,At Risk,515.8565854490819,1.0896820104076095,0.8561675325445766
15510,331,1,250.0,1,1,1,111,Lost,,,
15511,12,5,909.23,5,4,3,543,Loyal Customers,1027.2040361624413,2.8673753604608305,0.9970249595172588
15512,156,2,121.0,2,3,1,231,At Risk,24.974909809589903,0.4543637070414344,0.8728395134555615
15513,33,19,14758.220000000001,4,5,5,455,Champions,6089.043248937912,3.026399504351162,0.9984335127072721
15514,12,11,4139.46,5,5,5,555,Champions,1235.0722080727808,1.7017967702673424,0.9986675347235373
15516,45,3,62.43,3,3,1,331,Loyal Customers,43.593691479897494,1.5119162115830742,0.8818907892048699
15517,233,1,267.03,1,1,2,112,Lost,,,
15518,64,8,1942.45,3,5,4,354,Loyal Customers,832.7246621837688,1.6128921356467858,0.995598519233178
15520,2,1,343.5,5,1,2,512,New Customers,,,
15521,40,8,3000.2,3,5,5,355,Loyal Customers,1739.6900041188128,1.7194632203077251,0.9964562747292603
15522,33,2,398.84,4,3,2,432,Loyal Customers,407.1141470556446,1.2190134087171909,0.924771167843219
15523,84,1,412.01000000000005,2,1,2,212,Lost,,,
15524,25,1,440.0,4,1,2,412,New Customers,,,
15525,2,3,825.92,5,3,3,533,Loyal Customers,379.5649463876989,0.6952496365989939,0.9942130473640377
15526,33,2,148.44,4,3,1,431,Loyal Customers,,,
15527,19,8,2429.78,4,5,5,455,Champions,1088.915831612348,1.7397945426659382,0.9984895007839624
15528,254,1,229.33,1,1,1,111,Lost,,,
15529,23,11,3995.23,4,5,5,455,Champions,1663.5551608884239,2.285597917816386,0.9987385164026882
15530,22,4,1502.35,4,4,4,444,Champions,798.688709664193,1.2260895836416117,0.9959178313315751
15531,8,2,2007.44,5,3,4,534,Loyal Customers,2100.986658343682,1.835947471822427,0.9452371152789413
15532,25,4,1580.93,4,4,4,444,Champions,772.568069678943,0.919909642009703,0.9960489460246625
15533,19,3,807.57,4,3,3,433,Loyal Customers,685.1112315091807,1.7912318070982693,0.9914870613905035
